quote,author,book,tags,likes
"“You will come upon those who exude life, who burn bright. In their company, how are you to be? Proud to name them friend? Pleased to bask in their fire? Or, in the name of need, will you simply devour all that they offer, like a force of darkness swallowing light, warmth, life itself? Will you make yourself a rocky island, black and gnarled, a place of cold caves and littered bones? The bright waves do not soothe your shores, but crash instead, explode in a fury of foam and spray. And you drink in every swirl, sucked down into your caves, your bottomless caverns. ‘I do not describe a transitory mood. Not a temporary disposition, brought on by external woes. What I describe, in fashioning this island soul, so bleak and forbidding, is a place made too precious to be surrendered, too stolid to be dismantled. This island I give you, this soul in particular, is a fortress of need, a maw that knows only how to ease its eternal hunger. Within its twisted self, no true friend is acknowledged and no love is honest in its exchange. The self stands alone, inviolate as a god, but a besieged god … forever besieged.’ Gothos leaned forward, studied Arathan with glittering eyes. ‘Oddly, those who burn bright are often drawn to such islands, such souls. As friends. As lovers. They imagine they can offer salvation, a sharing of warmth, of love, even. And in contrast, they see in themselves something to offer their forlorn companion, who huddles and hides, who gives occasion to rail and loose venom. The life within them feels so vast! So welcoming! Surely there is enough to share! And so, by giving – and giving – they are themselves appeased, and made to feel worthwhile. For a time. ‘But this is no healthy exchange, though it might at first seem so – after all, the act of giving will itself yield a kind of euphoria, a drunkenness of generosity, not to mention the salve of protectiveness, of paternal regard.’ Gothos leaned back again, drank more from the cup in his hands, and closed his eyes. ‘The island is unchanging. Bones and corpses lie upon its wrack on all sides.’ Arathan”",Steven Erikson,Fall of Light,,8
"“Play on, mortal. Every god falls at a mortal’s hands. Such is the only end to immortality.”",Steven Erikson,Gardens of the Moon,,8
"“Among the Rhivi of North Genabackis, there was a saying. A man who stirs awake the serpent is a man without fear. A man without fear has forgotten the rules of life.
Silanah heard their songs and prayers.
And she watched.
Sometimes mortals did indeed forget. Sometimes, mortals needed… reminding.”",Steven Erikson,Toll the Hounds,,8
"“Language changes over time. Meaning twists. Mistakes compound with each transcribing. Even those stalwart sentinels of perfection—numbers—can, in a single careless moment, be profoundly altered.”",Steven Erikson,Midnight Tides,,7
"“He fashioned an empire of sorts, bereft of cities yet plagued with the endless dramas of society, its pathetic victories and inevitable failures. The community of enslaved Imass thrived in this quagmire of pettiness. They even managed to convince themselves that they possessed freedom, a will of their own that could shape destiny. They elected champions. They tore down their champions once failure draped its shroud over them. They ran in endless circles and called it growth, emergence, knowledge. While over them all, a presence invisible to their eyes, Raest flexed his will. His greatest joy came when his slaves proclaimed him god – though they knew him not – and constructed temples to serve him and organized priesthoods whose activities mimicked Raest’s tyranny with such cosmic irony that the Jaghut could only shake his head.”  
  ―",Steven Erikson,Gardens of the Moon,"humanity, religion",7
"“Oh, who has grasped hold of my soul this night? He found himself unhitching the sword, heard himself saying, ""I don’t know if you have a weapon, Acquitor,"" and knew his own disbelief at the absurdity of his own words, the shallowness of his reasoning, ""so I will give you mine ..."" And he was holding the sheathed sword out to her.
At the threshold of her home.
Fear turned, studied him, but Trull could not look away from her, not even to see what must be realization dawning in his face.
Letherii though she was, Seren Pedac clearly understood, her gaze becoming confused, then clearing. ""Just that, I take it. A weapon ... for me to use.""
No. ""Yes ... Acquitor. A weapon ...""
She accepted it, but the gesture was without meaning now.”",Steven Erikson,Midnight Tides,,7
"“There are tides beneath every tide
And the surface of water
Holds no weight.”",Steven Erikson,Midnight Tides,,7
"“Time was such an element, she now believed. The stretch of existence between events, consisting of countless other events, all strung together in complex patterns of cause and effect, all laid out like images sewn onto a tapestry, creating a sequence of scenes that, once one stood back, was revealed to be co-existing. Present all at once.”",Steven Erikson,Midnight Tides,time,7
"“Truth cared nothing for stories. The real world was indifferent to what people wanted to be, to how they wanted everything to turn out. Betrayers came from everywhere, including inside his own body, his own mind. He could trust no one, not even himself.”",Steven Erikson,Forge of Darkness,,7
"“History comforts the dull-witted,”” the young Malazan said.
Beneth barked a laugh as he reached the gate. “And whose words are those, Pella? Not yours.”
The guard’s brows rose, then shrugged. “I forget you’re Korelri sometimes, Beneth. Those words? Emperor Kellanved.”",Steven Erikson,Deadhouse Gates,malazan,7
"“Fanaticism was so popular. There had to be a reason for that, didn’t there? Some vast reward to the end of thinking, some great bliss to the blessing of idiocy.”",Steven Erikson,Toll the Hounds,,7
"“But the world had its layers. To the simple it offered simplicity. To the wise it offered profundity. And the only measure of courage worth acknowledging was found in accepting where one stood in that scheme—in hard, unwavering honesty, no matter how humbling.”",Steven Erikson,Dust of Dreams,,7
"“The slower your path, the muddier your boots?' 
'Even so,' Icarium said, nodding. 
'Time is nothing like that.' 
'Are you so certain? When we must wait, our minds fill with sludge, random thoughts like so much refuse. When we are driven to action, our current is swift, the water seemingly clear, cold and sharp.”",Steven Erikson,Reaper's Gale,,7
"“I have seen the face of sorrow
She looks away in the distance
Across all these bridges
From whence I came
And those spans, trussed and arched
Hold up our lives as we go back again
To how we thought then
To how we thought we thought then
I have seen sorrow`s face,
And her words leave me blind
Her eyes make me mute
I do not understand what she says to me
I do not know if to obey
Or attempt a flood of tears
I have seen her face
She does not speak
She does not weep
She does not know me
For I am but a stone fitted in place
On the bridge where she walks”",Steven Erikson,Reaper's Gale,,7
"“Generally speaking, people useless at everything else become academics”",Steven Erikson,Dust of Dreams,,7
"“Most bravery, dear little one,’ he said as he pulled the dog from the water and rested it across the back of his thickly muscled neck, ‘is marked by a strength less than imagined, and a hope farther from reach than one expects.”",Steven Erikson,Forge of Darkness,,7
"“A man does not marry a girl, nor a woman. He marries a promise, and it shines with a bright purity that is ageless. It shines, in other words, with the glory of lies. The deception is self inflicted. The promise was simple in its form, as befitted the thick-headedness of young men, and in its essence it offered the delusion that the present moment was eternal; that nothing would change; not the fires of desire, not the flesh itself, not the intense look in the eye.”",Steven Erikson,Dust of Dreams,,7
"“The key, I think, is to hold true to your own aesthetics, that which you value, and yield to no one the power to become the arbiter of your tastes. You must also learn to devise strategies for fending off both attackers and defenders. Exploit aggression, but only in self-defence, the kind of self-defence that announces to all the implacability of your armour, your self-assurance, and affirms the sanctity of your self-esteem. Attack when you must, but not in arrogance. Defend when your values are challenged, but never with the wild fire of anger. Against attackers, your surest defence is cold iron. Against defenders, often the best tactic is to sheathe your weapon and refuse the game. Reserve contempt for those who have truly earned it, but see the contempt you permit yourself to feel not as a weapon, but as armour against their assaults. Finally, be ready to disarm with a smile, even as you cut deep with words.”",Steven Erikson,Dust of Dreams,,7
